"6006 North Bartlett Avenue Unit B , San Gabriel, California 91775",5386-013-050,E25-50681,Electrical,"ELECTRICAL FOR A NEW DETACHED ACCESSORY DWELLING UNIT WITH 200 AMP SERVICE PANEL",$0,Issued,12-09-2025,12-09-2025,"Vector Construction & Design"
"4932 Persimmon Avenue, Temple City, California 91780",8574-024-008,E25-50688,Electrical,"(1) APOWER XYYY (240V, 9.6KW) ESS. NEW BUSBAR COUNT -3.",$0,Issued,12-09-2025,12-09-2025,"Haven Energy"
"5618 Mcculloch Avenue, Temple City, California 91780",8573-013-024,M25-50680,Mechanical,"3 TON HEAT PUMP CONVERSION CHANGE OUT",$0,Issued,12-09-2025,12-09-2025,"Metamorphis Financial Inc. dba Affordable Heating and Air"
"6006 North Bartlett Avenue Unit B , San Gabriel, California 91775",5386-013-050,M25-50682,Mechanical,"INSTALL (3) MINI SPLIT SYSTEMS AND VENTILATION FANS FOR A NEW DETACHED ACCESSORY DWELLING UNIT",$0,Issued,12-09-2025,12-09-2025,"Vector Construction & Design"
"6006 North Bartlett Avenue Unit B , San Gabriel, California 91775",5386-013-050,P25-50683,Plumbing,"PLUMBING FOR A NEW DETACHED ACCESSORY DWELLING UNIT AND CONNECT TO SEWER",$0,Issued,12-09-2025,12-09-2025,"Vector Construction & Design"
"8728 Garibaldi Avenue Unit B , San Gabriel, California 91775",5386-008-046,B24-47172,Building,"NEW 800 SQ.FT. DETACHED ACCESSORY DWELLING UNIT: TWO BEDROOMS, TWO BATHROOMS AND KITCHEN","$150,000",Issued,07-29-2024,12-10-2025,"Andy Duc Huynh"
"9667 Garibaldi Avenue Unit B , Temple City, California 91780",5385-017-011,B25-49857,Building,"NEW 800 SQ.FT. DETACHED ACCESSORY DWELLING UNIT: TWO BEDROOMS, TWO BATHROOMS AND KITCHEN","$160,000",Issued,08-19-2025,12-10-2025,"Andy Duc Huynh"
"5525 Santa Anita Avenue, Temple City, California 91780",8573-020-037,B25-49978,Building,"INTERIOR REMODEL AND ADDITION OF EXISTING FAMILY DWELLING (1735 SQ.FT.) 4 BEDROOMS, 4.5 BATHROOMS, KITCHEN, DINING ROOM, LAUNDRY ROOM. NEW (36 SQ.FT.) ENTRY PORCH AND NEW CONSTRUCT NEW ROOF","$298,845.04",Issued,09-08-2025,12-10-2025,Owner-Builder
"5116 Pal Mal Avenue, Temple City, California 91780",8585-030-031,B25-50652,Building,"VOLUNTARY SEISMIC RETROFIT - LA STANDARD PLAN #1 DETAIL #7",$3800,Finaled,12-03-2025,12-10-2025,"R M #1 Construction Inc."
"5330 Arden Drive, Temple City, California 91780",8585-020-016,B25-50654,Building,"RESIDENTIAL ROOF MOUNT SOLAR 4.840 KW (11) PV MODULES/MICRO-INVERTERS (1) ESS","$28,000",Issued,12-04-2025,12-10-2025,"Pacificsky Solar LLC"
"5620 Noel Drive, Temple City, California 91780",5387-022-025,B25-50692,Building,"REMOVE AND REPLACE (13) WINDOWS WITH NO CHANGE TO SIZE OR LOCATION FOR RETROFIT INSTALLATION. ALL WINDOWS AND DOORS WILL HAVE HIGH LOW-E 4 SMART GLASS; BE EGRESS AND TILE 24 COMPLIANT","$11,050",Issued,12-10-2025,12-10-2025,"Renewal by Andersen LLC"
"5849 Temple City Boulevard, Temple City, California 91780",8587-015-012,B25-50695,Building,"INSTALL (1) SET OF INTERNALLY ILLUMINATED L.E.D. CHANNEL LETTER SIGN (I SPA SKINCARE & SPA PACKAGE)",$2000,Issued,12-10-2025,12-10-2025,"Success Sign Group"
"9020 Pentland Street, Temple City, California 91780",5388-020-003,E25-50653,Electrical,"MAIN PANEL UPGRADE TO 200 AMP",$0,Issued,12-04-2025,12-10-2025,"Calgreen Energy Solutions, Inc."
"5330 Arden Drive, Temple City, California 91780",8585-020-016,E25-50655,Electrical,"(1) ESS AND MPU 225AMP BUS/200 MAIN BREAKER",$0,Issued,12-04-2025,12-10-2025,"Pacificsky Solar LLC"
"5722 North Muscatel Avenue, San Gabriel, California 91775",5387-011-042,E25-50690,Electrical,"UPGRADE TO 400 AMP SERVICE PANEL",$0,Issued,12-10-2025,12-10-2025,Owner-Builder
"5849 Temple City Boulevard, Temple City, California 91780",8587-015-012,E25-50696,Electrical,"INSTALL (1) SET OF INTERNALLY ILLUMINATED L.E.D. CHANNEL LETTER SIGN (I SPA SKINCARE & SPA PACKAGE)",$0,Issued,12-10-2025,12-10-2025,"Success Sign Group"
"5525 Santa Anita Avenue, Temple City, California 91780",8573-020-037,E25-50697,Electrical,"(100) OUTLETS (40) LIGHT FIXTURES, FAU/AC UNITS, GARBAGE DISPOSAL, DISHWASHER, RANGE HOOD, WASHING MACHINE, EXHAUST FANS WITH 200 AMP SERVICE PANEL",$0,Issued,12-10-2025,12-10-2025,Owner-Builder
"8728 Garibaldi Avenue Unit B , San Gabriel, California 91775",5386-008-046,E25-50700,Electrical,"ELECTRICAL FOR A NEW DETACHED ACCESSORY DWELLING UNIT 200 AMP SERVICE PANEL",$0,Issued,12-10-2025,12-10-2025,"Andy Duc Huynh"
