"10220 Randwick Drive Unit B , Temple City, California 91780",8585-005-008,B25-49212,Building,"CONVERT EXISTING 400 SQ.FT. DETACHED GARAGE AND ADD 265 SQ.FT. INTO 665 SQ.FT. DETACHED ACCESSORY DWELLING UNIT: TWO BEDROOMS, TWO BATHROOMS AND KITCHEN","$100,000",Issued,05-13-2025,09-08-2025,"Apex Building Development Corp."
"9945 Nadine Street Unit A-B , Temple City, California 91780",8588-018-011,B25-49606,Building,"EXISTING 2288 SQ.FT. MAIN HOUSE CONVERT 436 SQ.FT. INTO JUNIOR ACCESSORY DWELLING UNIT: ONE BEDROOM, ONE BATHROOM AND KITCHEN. AFTER THE JADU 1852 SQ.FT.","$10,000",Issued,07-15-2025,09-08-2025,Owner-Builder
"5649 Loma Avenue Unit B , Temple City, California 91780",5387-022-014,B25-49854,Building,"INSTALLING ROOF MOUNTED PV SYSTEM 3.68 KW (8) MODULES (8) MICRO-INVERTERS",$8000,Issued,08-19-2025,09-08-2025,"Brightstone Electric dba Brightstone Renewable Energy"
"10152 Lynrose Street, Temple City, California 91780",8586-019-020,B25-49968,Building,"REMOVE EXISTING ROOF SHINGLE AND INSTALL NEW OWENS CORNEY SHINGLE COLOR STATE GRAY","$12,000",Finaled,09-08-2025,09-08-2025,"EZ Roofing"
"6263 Reno Avenue, Temple City, California 91780",5384-001-025,D25-49971,Demolition,"DEMO EXISTING HOUSE & GARAGE",$0,Issued,09-08-2025,09-08-2025,"David General Building Construction Inc."
"10220 Randwick Drive Unit B , Temple City, California 91780",8585-005-008,E25-49965,Electrical,"(20) OUTLETS, (10) LIGHT FIXTURES, GARBAGE DISPOSAL, RANGE HOOD, WASHING MACHINE, EXHAUST FANS, AC UNIT WITH 200 AMP SUB-PANEL FOR THE DETACHED ACCESSORY DWELLING UNIT",$0,Issued,09-08-2025,09-08-2025,"Apex Building Development Corp."
"9465 Las Tunas Drive, Temple City, California 91780",8587-008-017,E25-49969,Electrical,"INSTALLING (1) SINGLE PHASE 200A 120/240V OVERHEAD RESIDENTIAL METER FOR A TEMPORARY POWER POLE",$0,Issued,09-08-2025,09-08-2025,"SR Bray Inc. dba Powerplus"
"4924 Rosemead Boulevard, San Gabriel, California 91776",5388-021-004,E25-49972,Electrical,"PANEL UPGRADE TO 200 AMP, 240V NEMA OUTLET FOR EV CHARGER INSTALLATION",$0,Issued,09-08-2025,09-08-2025,"Ultimax Electric Corp."
"10669 Arrowood Street, Temple City, California 91780",8585-030-020,E25-49973,Electrical,"PANEL UPGRADE TO 200 AMP, 240V NEMA OUTLET FOR EV CHARGER INSTALLATION",$0,Issued,09-08-2025,09-08-2025,"Ultimax Electric Corp."
"9641 Gidley Street, Temple City, California 91780",8592-002-047,E25-49974,Electrical,"PANEL UPGRADE TO 200 AMP, 240V NEMA OUTLET (12 KW) FOR EV CHARGER INSTALLATION",$0,Issued,09-08-2025,09-08-2025,"Ultimax Electric Corp."
"6371 Sultana Avenue, San Gabriel, California 91775",5382-021-012,E25-49975,Electrical,"PANEL UPGRADE TO 200 AMP, 240V NEMA OUTLET FOR EV CHARGER INSTALLATION",$0,Issued,09-08-2025,09-08-2025,"Ultimax Electric Corp."
"6135 Temple City Boulevard, Temple City, California 91780",5385-012-034,E25-49976,Electrical,"PANEL UPGRADE TO 200 AMP, 240V NEMA OUTLET FOR EV CHARGER INSTALLATION",$0,Issued,09-08-2025,09-08-2025,"Ultimax Electric Corp."
"5817 Myda Avenue, Temple City, California 91780",5387-014-019,E25-49977,Electrical,"INSTALL 100 AMP SUB-PANEL",$0,Finaled,09-08-2025,09-08-2025,"Elumint Inc. dba Elumint Lighting Electrical & Construction"
"9842 Wendon Street, Temple City, California 91780",5385-025-007,M25-49940,Mechanical,"REPLACE 4 TON UNIT TO NEW 5 TON FURNACE, COIL AND CONDENSER",$0,Issued,09-04-2025,09-08-2025,"Sum Air Hvac Inc."
"10220 Randwick Drive Unit B , Temple City, California 91780",8585-005-008,M25-49966,Mechanical,"INSTALL (3) MINI SPLIT SYSTEMS AND VENTILATION FANS FOR THE DETACHED ACCESSORY DWELLING UNIT",$0,Issued,09-08-2025,09-08-2025,"Apex Building Development Corp."
"5703 Sultana Avenue Unit B , Temple City, California 91780",5387-029-010,M25-49970,Mechanical,"SUPPLEMENTAL MECHANICAL PERMIT TO INSTAL (1) MINI SPLIT SYSTEM FOR THE DETACHED ACCESSORY DWELLING UNIT",$0,Issued,09-08-2025,09-08-2025,Owner-Builder
"5627 Encinita Avenue, Temple City, California 91780",5387-019-030,P25-49939,Plumbing,"CHANGING OUT STORAGE WATER HEATER WITH TANKLESS IN GARAGE",$0,Issued,09-04-2025,09-08-2025,"Eagle Systems International Inc. dba Synergy Companies"
"10220 Randwick Drive Unit B , Temple City, California 91780",8585-005-008,P25-49967,Plumbing,"SHOWERS, CLOTHES WASHER, DISHWASHER, HOSE BIBBS, LAVATORIES, SINK, WATER CLOSETS, WATER HEATER, GAS OUTLETS, WATER MAIN AND CONNECT DETACHED ACCESSORY DWELLING UNIT TO PUBLIC SEWER",$0,Issued,09-08-2025,09-08-2025,"Apex Building Development Corp."
"6214 Encinita Avenue Unit A-B , Temple City, California 91780",5385-001-015,B23-45633,Building,"NEW 1-STORY SINGLE FAMILY DWELLING: 4 BEDROOMS, 3.5 BATHROOMS WITH ATTACHED 2-CAR GARAGE, ATTACHED NEW ACCESSORY DWELLING UNIT: 2 BEDROOMS, 2 BATHROOMS, KITCHEN, FRONT PORCH 57 SQ.FT. AND COVERED PATIO 480 SQ.FT.","$495,495.62",Issued,10-26-2023,09-09-2025,"RH Construction & Design, Inc."
"6212 Encinita Avenue Unit A-B , Temple City, California 91780",5385-001-015,B23-45634,Building,"NEW 1-STORY SINGLE FAMILY DWELLING: 4 BEDROOMS, 3.5 BATHROOMS WITH ATTACHED 2-CAR GARAGE, ATTACHED NEW ACCESSORY DWELLING UNIT: 2 BEDROOMS, 2 BATHROOMS, KITCHEN, FRONT PORCH 60 SQ.FT. AND COVER PATIO 186 SQ.FT.","$493,718.94",Issued,10-26-2023,09-09-2025,"RH Construction and Design Inc."
"5204 Sereno Drive Unit B , Temple City, California 91780",5388-010-067,B25-49787,Building,"NEW 800 SQ.FT. DETACHED ACCESSORY DWELLING UNIT: TWO BEDROOMS, TWO BATHROOM, KITCHEN AND 15 SQ.FT. FRONT PORCH","$200,000",Issued,08-07-2025,09-09-2025,"Arcus Construction, Inc."
"6242 Avon Avenue, San Gabriel, California 91775",5386-009-010,B25-49981,Building,"STUCCO REPAIR, ROOF FLASHINGS INSTALL ON ROOF",$1000,Issued,09-09-2025,09-09-2025,"Robert L Fung Construction Inc."
"4958 Loma Avenue, Temple City, California 91780",5388-013-009,B25-49986,Building,"25 SQ'S REMOVE AND INSTALL NEW EAGLE ROOFING TILES WITH UNDERLAYMENT","$15,000",Issued,09-09-2025,09-09-2025,"Clear View Roofing & Construction"
"9630 Longden Avenue, Temple City, California 91780",5385-016-008,B25-49988,Building,"REROOF, TEAR OFF & INSTALL COMP SHINGLES","$11,000",Issued,09-09-2025,09-09-2025,"Ramey Roofing Inc. dba Ramey Roofing"
"9632 Longden Avenue, Temple City, California 91780",5385-016-008,B25-49989,Building,"REROOF, TEAR OFF & INSTALL COMP SHINGLES","$11,000",Issued,09-09-2025,09-09-2025,"Ramey Roofing Inc. dba Ramey Roofing"
"9628 Longden Avenue, Temple City, California 91780",5385-016-008,B25-49990,Building,"REROOF, TEAR OFF & INSTALL COMP SHINGLES","$11,000",Issued,09-09-2025,09-09-2025,"Ramey Roofing Inc. dba Ramey Roofing"
"9634 Longden Avenue, Temple City, California 91780",5385-016-008,B25-49991,Building,"REROOF, TEAR OFF & INSTALL COMP SHINGLES","$11,000",Issued,09-09-2025,09-09-2025,"Ramey Roofing Inc. dba Ramey Roofing"
"6242 Avon Avenue, San Gabriel, California 91775",5386-009-010,E25-49982,Electrical,"200 AMP PANEL UPGRADE",$0,Issued,09-09-2025,09-09-2025,"Robert L Fung Construction Inc."
"5204 Sereno Drive Unit B , Temple City, California 91780",5388-010-067,E25-49983,Electrical,"ELECTRICAL FOR A NEW DETACHED ACCESSORY DWELLING UNIT WITH 100 AMP SUB-PANEL",$0,Issued,09-09-2025,09-09-2025,"Arcus Construction, Inc."
