Address,Parcel No,Permit No,Permit Type,Bldg Permit Subtype,Work Description,Valuation,Permit Status,Application Date,Issue Date,Expire Date,Final Date,Contractor
"5233 Barela Avenue, Temple City, California 91780",8589-012-002,B25-48442,Building,RA Residential Addition,62 SQ.FT. ADDITION TO EXPAND BEDROOM #3 AND ENCLOSE (E) PATIO COVER 178 SQ.FT. TO LIVING SPACE,"$60,000",Issued,01-29-2025,03-03-2025,03-03-2026,,Owner-Builder
"9619 Las Tunas Drive, Temple City, California 91780",8587-019-038,B25-48670,Building,SI Sign,"(1) ILLUMINATED INDIVIDUAL PAN CHANNEL LETTER TO ""RED LANTERN RESTAURANT""  ",$2500,Issued,02-26-2025,03-03-2025,03-03-2026,,Martinez Electric 
"9823 Woodruff Avenue, Temple City, California 91780",5385-027-014,B25-48687,Building,RR Residential Alteration,RETROFIT (3) BEDROOM WINDOWS AND (1) BATHROOM WINDOW ,$4000,Issued,03-03-2025,03-03-2025,03-03-2026,,W Home Construction & Development 
"4947 Heleo Avenue, Temple City, California 91780",8590-023-027,B25-48688,Building,CB Combo Building,NEW 3.20 KW DC ROOF MOUNT PV SYSTEM WITH (8) MODULES AND (8) MICRO-INVERTERS ,$0,Issued,03-03-2025,03-03-2025,03-03-2026,,Solen Energy Construction Corporation 
"5333 Barela Avenue, Temple City, California 91780",8589-002-006,D25-48685,Demolition,,DEMOLITION OF EXISTING HOUSE & GARAGE ,$0,Issued,03-03-2025,03-03-2025,03-03-2026,,McWong Holding Company
"9227 Olive Street, Temple City, California 91780",8588-031-011,D25-48689,Demolition,,DEMO EXISTING HOUSE W/GARAGE ,$0,Finaled,03-03-2025,03-03-2025,03-03-2026,04-01-2025,Owner-Builder
"9619 Las Tunas Drive, Temple City, California 91780",8587-019-038,E25-48671,Electrical,,"(1) ILLUMINATED INDIVIDUAL PAN CHANNEL LETTER TO ""RED LANTERN RESTAURANT""  ",$0,Issued,02-26-2025,03-03-2025,03-03-2026,,Martinez Electric 
"5333 Barela Avenue, Temple City, California 91780",8589-002-006,E25-48686,Electrical,,TEMPORARY POWER POLE  ,$0,Issued,03-03-2025,03-03-2025,03-03-2026,,McWong Holding Company
"4921 Hallowell Avenue Unit A , Temple City, California 91780",8585-016-060,B25-48676,Building,CB Combo Building,INSTALL 2.49KW ROOF MOUNTED SOLAR PV SYSTEM. (6) MODULES WITH (6) MICRO-INVERTERS ,$6000,Issued,02-26-2025,03-04-2025,03-04-2026,,Sun Bees Group dba True Power Solar
"4921 Hallowell Avenue Unit B , Temple City, California 91780",8585-016-060,B25-48677,Building,CB Combo Building,INSTALL 2.08KW ROOF MOUNTED SOLAR PV SYSTEM. (5) MODULES WITH (5) MICRO-INVERTERS ,$5000,Issued,02-26-2025,03-04-2025,03-04-2026,,Sun Bees Group dba True Power Solar
"9918 Bogue Street, Temple City, California 91780",8588-015-023,B25-48691,Building,RR Residential Alteration,MAIN HOUSE - TEAR OFF EXISTING ROOF INSTALL FELT 40 YRS SHINGLE COLOR: MOJAVE ,"$12,000",Issued,03-04-2025,03-04-2025,03-04-2026,,Google Roofing Inc. 
"9918 Bogue Street, Temple City, California 91780",8588-015-023,B25-48692,Building,OT Other,DETACHED GARAGE - TEAR OFF EXISTING ROOF INSTALL FELT 40 YRS SHINGLE COLOR: MOJAVE ,$3000,Issued,03-04-2025,03-04-2025,03-04-2026,,Google Roofing Inc. 
"9855 Flaherty Street, Temple City, California 91780",5385-025-015,B25-48694,Building,RR Residential Alteration,REMOVE ROOF INSTALL OSB & 30 YRS SHINGLE & TORCH  DOWN ON PATIO ,"$15,000",Finaled,03-04-2025,03-04-2025,03-04-2026,03-27-2025,Owner-Builder
"5025 Daleview Avenue, Temple City, California 91780",8574-006-012,B25-48695,Building,RR Residential Alteration,TEAR OFF EXISTING ROOF AND RE ROOF WITH ASPHALT SHINGLES,"$15,000",Issued,03-04-2025,03-04-2025,03-04-2026,,Owner-Builder
"5233 Willmonte Avenue, Temple City, California 91780",8589-006-020,B25-48697,Building,RR Residential Alteration,TEAR OFF ALL LAYERS COMP. INSTALL 1/2 OSB PLYWOOD COMPLETE HOUSE & FLAT PATIO ROOF POLYFRESKO TORCH DOWN OWENS CORNING GOLDEN MEADOW #08900033 ,"$16,000",Issued,03-04-2025,03-04-2025,03-04-2026,,MW Roofing 
"5233 Willmonte Avenue, Temple City, California 91780",8589-006-020,B25-48698,Building,OT Other,TEAR OFF ALL LAYERS COMP. INSTALL 1/2 OSB PLYWOOD COMPLETE DETACHED GARAGE POLYFRESKO TORCH DOWN OWENS CORNING GOLDEN MEADOW #08900033 ,$4000,Issued,03-04-2025,03-04-2025,03-04-2026,,MW Roofing 
"9704 Live Oak Avenue, Temple City, California 91780",8588-011-020,M25-48693,Mechanical,,(6) SUPPLY DUCT CHANGE OUT ,$0,Issued,03-04-2025,03-04-2025,03-04-2026,,Service Champions Inc. dba Service Champions Heating and Air Conditioning 
"6346 Barela Avenue Unit A-B , Temple City, California 91780",5383-018-003,B24-47987,Building,NR New Residential,CONVERT AN EXISTING 383 SQ.FT. ATTACHED GARAGE INTO STUDIO ACCESSORY DWELLING UNIT ,"$60,000",Issued,11-25-2024,03-05-2025,03-05-2026,,Owner-Builder
"5317 El Monte Avenue, Temple City, California 91780",8585-031-021,B25-48699,Building,RR Residential Alteration,REMOVE ALL ROOF. REPLACE WOOD DAMAGED AS NEEDED. INSTALL NEW FELT PAPER SYNTHETIC AND INSTALL NEW SHINGLES 1100 SQ.FT. ,$7800,Finaled,03-05-2025,03-05-2025,03-05-2026,03-26-2025,Silvestre Roofing 
"9508 Live Oak Avenue, Temple City, California 91780",8588-006-008,B25-48700,Building,RR Residential Alteration,"TEAR OFF EXISTING ROOF AND RE-ROOF WITH ""CLASS A"" COMPOSITION SHINGLES CRRC #: 0890-0033 SRI 21 (HOUSE ONLY) ","$12,000",Finaled,03-05-2025,03-05-2025,03-05-2026,03-27-2025,Allbest Roofing Inc. 
"9708 Richmond Way, Temple City, California 91780",8589-019-050,B25-48703,Building,RR Residential Alteration,"REMOVE AND REPLACE TWO SLIDING PATIO DOORS MILGARD TUSCANY  VINYL NAIL-ON. BRADK OUT AND PLASTER IN 1-8'0""X6'-8"" AND 6'-0""X6'-8""",$3200,Issued,03-05-2025,03-05-2025,03-05-2026,,Reifer Construction 
"6121 Camellia Avenue, Temple City, California 91780",5385-015-013,B25-48704,Building,RR Residential Alteration,TEAR OFF EXISTING ROOF AND ROOF REPLACEMENT ASPHALT SHINGLE (HOUSE ONLY) ,"$10,000",Issued,03-05-2025,03-05-2025,03-05-2026,,Owner-Builder
"8714 Hermosa Drive, San Gabriel, California 91775",5387-006-035,B25-48707,Building,OT Other,SUPPLEMENTAL PERMIT FOR THE DETACHED GARAGE REMOVE THE OLD SHINGLE AND INSTALL NEW SHINGLE (SEE ALSO PERMIT #B25-48647),$0,Issued,03-05-2025,03-05-2025,03-05-2026,,JBL Electrical & Energy dba JBL Construction 
"9663 Olive Street, Temple City, California 91780",8588-024-022,E25-48708,Electrical,,UPGRADE EXISTING PANEL FROM 100 AMP TO 200 AMP SERVICE PANEL AND INSTALL 240V L2 EV CHARGER ON THE GARAGE ,$0,Issued,03-05-2025,03-05-2025,03-05-2026,,JBL Electrical & Energy Inc. 
"9705 Olive Street, Temple City, California 91780",8588-021-018,E25-48709,Electrical,,UPGRADE EXISTING PANEL FROM 100 AMP TO 200 AMP SERVICE PANEL AND INSTALL 240V L2 EV CHARGER ON THE GARAGE ,$0,Issued,03-05-2025,03-05-2025,03-05-2026,,JBL Electrical & Energy Inc. 
"9517 Las Tunas Drive, Temple City, California 91780",8587-013-016,E25-48710,Electrical,,REPLACE OLD 100 AMP PUSHMATIC ELECTRICAL METER TO NEW 200 AMP SIEMENS,$0,Issued,03-05-2025,03-05-2025,03-05-2026,,Gary & Son Electric 
"9926 La Rosa Drive, Temple City, California 91780",8589-023-006,M25-48705,Mechanical,,(1) 3 TON HEAT PUMP PACKAGE UNIT ON ROOF CHANGEOUT LIKE FOR LIKE R8 (7) SUPPLY (1) RETURN ,$0,Issued,03-05-2025,03-05-2025,03-05-2026,,Service Champions Inc. dba Service Champions Heating and Air Conditioning 
"9702 Woolley Street, Temple City, California 91780",5383-017-006,MISC25-48701,Miscellaneous,,"TO VERIFY COMPLIANCE: TO CONVERT GARAGE BACK TO ORIGINAL CONDITION AND REMOVE ALL UNPERMITTED WALLS, ELECTRICAL, MECHANICAL AND PLUMBING ",$0,Issued,03-05-2025,03-05-2025,03-05-2026,,Owner-Builder
"9702 Woolley Street, Temple City, California 91780",5383-017-006,P25-48702,Plumbing,,REPLACE WATER HEATER ,$0,Issued,03-05-2025,03-05-2025,03-05-2026,,Owner-Builder
"9658 Workman Avenue, Temple City, California 91780",8587-022-015,B25-48711,Building,RR Residential Alteration,PARTIAL RE-ROOF APPROX 1400 SQUARE FEET ON A 2-STORY SFD (ONLY THE LOWER ROOF AT THE FRONT ON THE HOME) REMOVE EXISTING SHINGLES & UNDERLAYMENT AND INSTALL NEW OVER EXISTING SHEATHING (TO BE REPLACED AS NEEDED) ,$6000,Finaled,03-06-2025,03-06-2025,03-06-2026,03-25-2025,Bumble Roofing of LA LLC 
"4922 Arden Drive, Temple City, California 91780",8585-016-027,B25-48712,Building,FS Fire Sprinkler,INSTALLATION OF FIRE SPRINKLER SYSTEM FOR A NEW SINGLE FAMILY DWELLING AND ATTACHED ACCESSORY DWELLING UNIT ,$3800,Finaled,03-06-2025,03-06-2025,03-06-2026,03-06-2025,United Fire & Safety Corp.
"9716 East Lemon Avenue Unit A , Arcadia, California 91007",5383-016-012,B25-48713,Building,RR Residential Alteration,EXISTING SHINGLE TEAR OFF (DAMAGED SHINGLES) NEW UNDERLAYMENT RE ROOF WITH ASPHALT SHINGLE APPROX. 2400 SQ.FT. ,$8000,Issued,03-06-2025,03-06-2025,03-06-2026,,PLJ Construction LLC 
"9524 Lemon Avenue, Temple City, California 91780",5382-022-049,B25-48714,Building,RR Residential Alteration,"T/O REROOF ""CLASS A"" COMPOSITION SHINGLES 1900 SQ.FT. HOUSE & ATTACHED GARAGE OWENS CORNING T24",$8500,Finaled,03-06-2025,03-06-2025,03-06-2026,03-25-2025,MW Roofing 
"9530 Lemon Avenue, Temple City, California 91780",5382-022-049,B25-48715,Building,RR Residential Alteration,"T/O REROOF ""CLASS A"" COMPOSITION SHINGLES 1300 SQ.FT. OWENS CORNING T24",$4500,Finaled,03-06-2025,03-06-2025,03-06-2026,03-25-2025,MW Roofing 
"6449 Temple City Boulevard, Temple City, California 91780",5382-022-050,B25-48716,Building,RR Residential Alteration,"T/O REROOF ""CLASS A"" COMPOSITION SHINGLES 1300 SQ.FT. HOUSE ONLY OWENS CORNING T24",$4500,Finaled,03-06-2025,03-06-2025,03-06-2026,03-25-2025,MW Roofing 
"5333 Barela Avenue, Temple City, California 91780",8589-002-006,G23-45250,Grading,,GRADING FOR A NEW SINGLE FAMILY-DWELLING ,$0,Issued,08-23-2023,03-06-2025,03-06-2026,,McWong Holding Company
"6448 Oak Avenue Unit B , Temple City, California 91780",5382-014-029,B25-48350,Building,NR New Residential,"ENCLOSE (E) 354  SQ.FT. COVERED PATIO ATTACHED TO THE (E) 694 SQ.FT. CONVERT AN EXISTING 2ND: UNIT INTO 1048 SQ.FT. DETACHED ACCESSORY DWELLING UNIT: THREE BEDROOMS, THREE AND HALF BATHROOMS AND KITCHEN ","$80,000",Issued,01-22-2025,03-10-2025,03-10-2026,,Golden Giant Construction Inc. 
"5630 Temple City Boulevard Apt. B , Temple City, California 91780",8588-008-001,B25-48719,Building,RR Residential Alteration,TO COMPLETE WORK STARTED UNDER PERMIT # B23- 45858 TO REPLACE THE EXISTING (7) WINDOWS BY USING ENERGY EFFICIENT DUAL PANE WINDOWS ,$0,Issued,03-10-2025,03-10-2025,03-10-2026,,Owner-Builder
"5630 Temple City Boulevard Apt. M , Temple City, California 91780",8588-008-001,B25-48721,Building,RR Residential Alteration,TO COMPLETE WORK STARTED UNDER PERMIT # B23-45860 TO REPLACE THE EXISTING (7) WINDOWS BY USING ENERGY EFFICIENT DUAL PANE WINDOWS ,$0,Issued,03-10-2025,03-10-2025,03-10-2026,,Owner-Builder
"5350 Persimmon Avenue, Temple City, California 91780",8573-005-011,B25-48727,Building,RR Residential Alteration,REPAIR & REPLACE DAMAGED BALCONY DUE TO HIGH WINDS ,$6500,Issued,03-10-2025,03-10-2025,03-10-2026,,Property Construction & Maintenance 
"5527 Encinita Avenue, Temple City, California 91780",5387-020-010,B25-48729,Building,RR Residential Alteration,"ROOF REPLACEMENT, REPLACE PLYWOOD SHEATHING. INSTALL ASPHALT SHINGLES LIKE FOR LIKE  ","$14,500",Issued,03-10-2025,03-10-2025,03-10-2026,,Owner-Builder
"9217 Wedgewood Street, Temple City, California 91780",8588-001-015,B25-48731,Building,RR Residential Alteration,REROOF ENTIRE STRUCTURE WITH 17 SQ'S (1) LAYER SHINGLES (CRRC: 0676-0098) ,"$17,000",Issued,03-10-2025,03-10-2025,03-10-2026,,"Southwest Sun Solar, Inc. dba SWSS Electrical "
"9388 Lower Azusa Road, Temple City, California 91780",8592-003-036,B25-48732,Building,RR Residential Alteration,"TEAR OFF EXISTING ROOF, RE ROOF WITH COMPOSITION SHINGLES 1800 SQ'S AND FASCIA REPLACEMENT ","$13,700",Issued,03-10-2025,03-10-2025,03-10-2026,,Palomo's Construction 
"6448 Oak Avenue Unit B , Temple City, California 91780",5382-014-029,E25-48723,Electrical,,"(8) OUTLETS, (8) LIGHT FIXTURES, (2) EXHAUST FANS, (2) AC UNITS AND UPGRADE SERVICE PANEL TO 200 AMP FOR THE DETACHED ACCESSORY DWELLING UNIT ",$0,Issued,03-10-2025,03-10-2025,03-10-2026,,Golden Giant Construction Inc. 
"5630 Temple City Boulevard Apt. B , Temple City, California 91780",8588-008-001,M25-48720,Mechanical,,TO COMPLETE WORK STARTED UNDER PERMIT # M23-45859 TO INSTALL A MINI SPLIT A/C  ,$0,Issued,03-10-2025,03-10-2025,03-10-2026,,Owner-Builder
"5630 Temple City Boulevard Apt. M , Temple City, California 91780",8588-008-001,M25-48722,Mechanical,,TO COMPLETE WORK STARTED UNDER PERMIT # M23-45861 TO INSTALL MINI SPLIT A/C ,$0,Issued,03-10-2025,03-10-2025,03-10-2026,,Owner-Builder
"6448 Oak Avenue Unit B , Temple City, California 91780",5382-014-029,M25-48724,Mechanical,,INSTALL (2) MINI SPLIT SYSTEMS (2) VENTILATION FANS FOR THE DETACHED ACCESSORY DWELLING UNIT ,$0,Issued,03-10-2025,03-10-2025,03-10-2026,,Golden Giant Construction Inc. 
"6448 Oak Avenue Unit B , Temple City, California 91780",5382-014-029,P25-48725,Plumbing,,"SHOWERS, HOSE BIBB, LAVATORIES, WATER CLOSETS FOR THE DETACHED ACCESSORY DWELLING UNIT ",$0,Issued,03-10-2025,03-10-2025,03-10-2026,,Golden Giant Construction Inc. 
"9503 Las Tunas Drive, Temple City, California 91780",8587-013-018,B25-48696,Building,SI Sign,(1) ILLUMINATED WRAP AROUND SIGN (2) ILLUMINATED WALL CHANNEL LETTERS (1) NON ILLUMINATED WALL PLAQUE AND (6) REGULATORY SIGNS ,"$12,600",Issued,03-04-2025,03-11-2025,03-11-2026,,G & J Neon Signs 
"5434 Cloverly Avenue, Temple City, California 91780",8588-026-005,B25-48734,Building,RR Residential Alteration,TEAR OFF ENTIRE ROOF AND INSTALL NEW COMPOSITION SHINGLE 20 SQ'S ,"$12,500",Issued,03-11-2025,03-11-2025,03-11-2026,,"Abel Construction & Roofing, Inc. "
"9503 Las Tunas Drive, Temple City, California 91780",8587-013-018,E25-48733,Electrical,,(1) ILLUMINATED WRAP AROUND SIGN (2) ILLUMINATED WALL CHANNEL LETTERS (1) NON ILLUMINATED WALL PLAQUE AND (6) REGULATORY SIGNS ,$0,Issued,03-10-2025,03-11-2025,03-11-2026,,G & J Neon Signs 
"5763 Loma Avenue Unit B , Temple City, California 91780",5387-023-001,B24-47754,Building,NR New Residential,"NEW DETACHED 741 SQ.FT. ACCESSORY DWELLING UNIT: TWO BEDROOMS, TWO BATHROOMS, LIVING, DINING, KITCHEN,  LAUNDRY AND 14 SQ.FT. FRONT PORCH","$168,000",Issued,10-16-2024,03-12-2025,03-12-2026,,Robert L Fung Construction Inc.  
"6512 Oak Avenue Unit A-B , Temple City, California 91780",5382-010-040,B24-48019,Building,NR New Residential,CONVERT EXISTING 394.6 SQ.FT. ATTACHED GARAGE INTO STUDIO ACCESSORY DWELLING UNIT  ,"$50,000",Issued,12-02-2024,03-12-2025,03-12-2026,,Owner-Builder
"9518 Flaherty Street, Temple City, California 91780",5385-008-010,B25-48738,Building,RR Residential Alteration,"T/O EXISTING ROOF LAYERS FROM THE MAIN HOUSE, THE SHEATHING WILL BE REPLACED A LAYER OF SYNTHETIC FELT WILL BE NAILED TO THE DECK FOLLOWED BY THE INSTALLATION OF CLASS ""A"" COMP SHINGLES ",$9000,Issued,03-12-2025,03-12-2025,03-12-2026,,PRS Roofing Inc. 
"9518 Flaherty Street, Temple City, California 91780",5385-008-010,B25-48739,Building,OT Other,"T/O EXISTING ROOF LAYERS FROM THE DETACHED GARAGE, THE SHEATHING WILL BE REPLACED A LAYER OF SYNTHETIC FELT WILL BE NAILED TO THE DECK FOLLOWED BY THE INSTALLATION OF CLASS ""A"" COMP SHINGLES ",$3000,Issued,03-12-2025,03-12-2025,03-12-2026,,PRS Roofing Inc. 
"5728 Rosemead Boulevard Unit 200, Temple City, California 91780",5387-013-041,B25-48744,Building,SI Sign,"INTERNALLY ILLUMINATED CHANNEL LETTER SIGN ""SUMI LASH"" ",$2000,Finaled,03-12-2025,03-12-2025,03-12-2026,03-27-2025,88 Sign Corp
"4902 Doreen Avenue, Temple City, California 91780",8585-026-029,B25-48746,Building,RR Residential Alteration,TEAR OFF REROOF 20 SQUARES MAIN HOUSE ONLY. REMOVE EXISTING SHINGLES AND REPLACE WITH NEW OWENS CORNING SHINGLES AMBER CRRC # 0890 0009 EXISTING SHEATHING REPLACE AS NEEDED ,$5000,Finaled,03-12-2025,03-12-2025,03-12-2026,03-24-2025,D.B Roofing Inc. 
"5759 Cloverly Avenue Unit A, Temple City, California 91780",8587-010-013,E25-48740,Electrical,,RELOCATE AND UPGRADE TO 200 AMP MAIN PANEL ,$0,Issued,03-12-2025,03-12-2025,03-12-2026,,Golden Giant Construction Inc. 
"5728 Rosemead Boulevard Unit 200, Temple City, California 91780",5387-013-041,E25-48745,Electrical,,"INTERNALLY ILLUMINATED CHANNEL LETTER SIGN ""SUMI LASH"" ",$0,Finaled,03-12-2025,03-12-2025,03-12-2026,03-27-2025,88 Sign Corp
"6512 Oak Avenue Unit A-B , Temple City, California 91780",5382-010-040,E25-48748,Electrical,,"(20) OUTLETS, (10) LIGHT FIXTURES, GARBAGE DISPOSAL, RANGE HOOD, WASHING MACHINE, EXHAUST FAN, AC UNIT WITH A 100 AMP SERVICE PANEL FOR THE ATTACHED STUDIO ACCESSORY DWELLING UNIT ",$0,Issued,03-12-2025,03-12-2025,03-12-2026,,Owner-Builder
"5763 Loma Avenue Unit B, Temple City, California 91780",5387-023-001,G25-48247,Grading,,GRADING/DRAINAGE FOR A NEW DETACHED ACCESSORY DWELLING UNIT ,$0,Issued,01-08-2025,03-12-2025,03-12-2026,,Robert L Fung Construction Inc.  
"6512 Oak Avenue Unit A-B , Temple City, California 91780",5382-010-040,M25-48749,Mechanical,,INSTALL (1) MINI SPLIT SYSTEM AND VENTILATION FANS FOR THE ATTACHED STUDIO ACCESSORY DWELLING UNIT ,$0,Issued,03-12-2025,03-12-2025,03-12-2026,,
"5635 Heleo Avenue, Temple City, California 91780",8588-003-026,P25-48736,Plumbing,,MAIN WATER LINE REPLACEMENT ,$0,Finaled,03-12-2025,03-12-2025,03-12-2026,03-18-2025,Golden State Water Heater 
"5639 Heleo Avenue, Temple City, California 91780",8588-003-035,P25-48737,Plumbing,,MAIN WATER LINE REPLACEMENT ,$0,Finaled,03-12-2025,03-12-2025,03-12-2026,03-18-2025,Golden State Water Heater 
"6512 Oak Avenue Unit A-B , Temple City, California 91780",5382-010-040,P25-48750,Plumbing,,"BATHTUB, CLOTHES WASHER, LAVATORY, SINK, WATER CLOSET, WATER HEATER, GAS OUTLETS, WATER MAIN AND CONNECT THE ATTACHED STUDIO ACCESSORY DWELLING UNIT TO PUBLIC SEWER ",$0,Issued,03-12-2025,03-12-2025,03-12-2026,,Owner-Builder
"9020 Acaso Drive Unit B , Temple City, California 91780",5388-021-017,B24-46759,Building,NR New Residential,"CONVERT EXISTING 400 SQ.FT.  DETACHED GARAGE ADD 400 SQ.FT. INTO 800 SQ.FT.  DETACHED ACCESSORY DWELLING UNIT: TWO BEDROOMS, TWO BATHROOMS, LIVING, KITCHEN AND FRONT PORCH  ","$160,000",Issued,05-14-2024,03-13-2025,03-13-2026,,Dui Dui Inc. 
"10636 Fairhall Street Unit A-B , Temple City, California 91780",8585-027-007,B25-48295,Building,NR New Residential,"NEW ATTACHED 800 SQ.FT. ACCESSORY DWELLING UNIT: TWO BEDROOMS, TWO BATHROOMS, KITCHEN, FRONT PORCH AND COVERED PATIO ","$150,000",Issued,01-14-2025,03-13-2025,03-13-2026,,Chung's Construction and Electrical Inc. 
"9217 Wedgewood Street, Temple City, California 91780",8588-001-015,B25-48717,Building,CB Combo Building,"REMOVE AND REINSTALL (E) PV SYSTEM 6.825 KW, (21) MODULES (21) MICRO- INVERTERS. LAYOUT AND EQUIPMENT SHALL BE THE SAME AS EXISTING ",$0,Issued,03-06-2025,03-13-2025,03-13-2026,,"Southwest Sun Solar, Inc. dba SWSS Electrical "
"9821 Live Oak Avenue, Temple City, California 91780",8587-028-001,B25-48752,Building,RR Residential Alteration,REMOVE THE EXISTING ROOF. INSTALL ONE LAYER OF SYNTHETIC UNDERLAYMENT FOLLOW BY 45 YEARS ASPHALT SHINGLES LIKE FOR LIKE ,"$13,000",Issued,03-13-2025,03-13-2025,03-13-2026,,Professional Roofing 
"4906 Agnes Avenue, Temple City, California 91780",8589-024-008,B25-48756,Building,RR Residential Alteration,TEAR OFF AND REROOF 33 SQ'S COMP SHINGLES 1-STORY HOUSE WITH ATTACHED GARAGE INCLUDED ,"$10,000",Finaled,03-13-2025,03-13-2025,03-13-2026,03-25-2025,Timeless Construction Group Inc. 
"10636 Fairhall Street Unit A-B , Temple City, California 91780",8585-027-007,E25-48753,Electrical,,ELECTRICAL FOR A NEW ATTACHED ACCESSORY DWELLING UNIT WITH SUB-PANEL 100 AMP ,$0,Issued,03-13-2025,03-13-2025,03-13-2026,,Chung's Construction and Electrical Inc. 
"10612 West Live Oak Avenue, Arcadia, California 91007",8586-009-014,E25-48762,Electrical,,UPGRADE TO 200 AMP SERVICE PANEL ,$0,Finaled,03-13-2025,03-13-2025,03-13-2026,03-20-2025,Zhenyu Li 
"10636 Fairhall Street Unit A-B , Temple City, California 91780",8585-027-007,M25-48754,Mechanical,,INSTALL HVAC SYSTEM FOR A NEW ATTACHED ACCESSORY DWELLING UNIT ,$0,Issued,03-13-2025,03-13-2025,03-13-2026,,Chung's Construction and Electrical Inc. 
"10636 Fairhall Street Unit A-B , Temple City, California 91780",8585-027-007,P25-48755,Plumbing,,PLUMBING FOR A NEW ATTACHED ACCESSORY DWELLING UNIT AND CONNECT TO PUBLIC SEWER ,$0,Issued,03-13-2025,03-13-2025,03-13-2026,,Chung's Construction and Electrical Inc. 
"5241 Mcclintock Avenue, Temple City, California 91780",8574-004-002,B24-48093,Building,RA Residential Addition,ADD 358 SQ.FT. OF TWO BEDROOMS AND TWO BATHROOMS. INTERIOR REMODEL OF EXISTING 135 SQ.FT.  COVERED 55 SQ.FT. PORCH ,"$109,000",Issued,12-11-2024,03-17-2025,03-17-2026,,Owner-Builder
"4837 Rio Hondo Avenue Unit B, Temple City, California 91780",8590-028-032,B25-48279,Building,NR New Residential,"CONVERT EXISTING 525 SQ.FT. DETACHED GARAGE INTO ACCESSORY DWELLING UNIT: ONE BEDROOM, ONE BATHROOM, OFFICE, KITCHEN AND LIVING AREA","$53,277",Issued,01-13-2025,03-17-2025,03-17-2026,,Owner-Builder
"10918 Daines Drive, Temple City, California 91780",8573-017-019,B25-48763,Building,RR Residential Alteration,"RE-ROOF REMOVE EXISTING SHINGLE ROOF AND INSTALL NEW ASPHALT SHINGLE CLASS ""A"" ROOF ",$6800,Issued,03-17-2025,03-17-2025,03-17-2026,,Choung Roofing Corp.
"6266 Golden West Avenue, Temple City, California 91780",5385-022-030,B25-48764,Building,RR Residential Alteration,INSTALL (1) RETROFIT WINDOW IN KITCHEN ,$400,Issued,03-17-2025,03-17-2025,03-17-2026,,Owner-Builder
"6214 Encinita Avenue, Temple City, California 91780",5385-001-015,D25-48772,Demolition,,DEMOLISH EXISTING SINGLE FAMILY DWELLING,$0,Issued,03-17-2025,03-17-2025,03-17-2026,,Big City Demo & Grading dba B C D
"6214 Encinita Avenue, Temple City, California 91780",5385-001-015,D25-48773,Demolition,,DEMOLITION OF EXISTING DETACHED GARAGE ,$0,Issued,03-17-2025,03-17-2025,03-17-2026,,Big City Demo & Grading dba B C D
"6032 Camellia Avenue, Temple City, California 91780",5385-018-021,E25-48757,Electrical,,MAIN PANEL UPGRADE TO 200 AMP ,$0,Finaled,03-13-2025,03-17-2025,03-17-2026,03-26-2025,"Calgreen Energy Solutions, Inc. "
"6506 Oak Avenue, Temple City, California 91780",5382-010-041,E25-48765,Electrical,,ONE LIGHT POLE IN REAR YARD ,$0,Finaled,03-17-2025,03-17-2025,03-17-2026,03-20-2025,Owner-Builder
"8631 East Garibaldi Avenue, San Gabriel, California 91775",5386-007-041,E25-48766,Electrical,,UPGRADE TO 200 AMP SERVICE PANEL AND INSTALL EV TESLA CHARGER ON THE SIDE OF THE HOUSE ,$0,Issued,03-17-2025,03-17-2025,03-17-2026,,Owner-Builder
"5616 Temple City Boulevard, Temple City, California 91780",8588-008-005,E25-48767,Electrical,,NEW 18 UNITS SUB-PANEL 40 AMP & MAIN SERVICE PANEL 600 AMP ,$0,Issued,03-17-2025,03-17-2025,03-17-2026,,Electrowave Inc.
